genres,app_name,release_date,price,id,developer
"['Indie', 'Turn-Based Tactics', 'Comedy', 'Turn-Based', 'Strategy']",powargrid,2016,9.99,453130,Wee Free Studio
"['Simulation', 'Indie', 'Music', 'Casual', 'Education']",fourchords guitar karaoke - bon jovi song pack,2016,4.99,537822,Musopia
"['Indie', 'Visual Novel', 'Dating Sim', 'Casual', 'Anime', 'Adventure']",true love ～confide to the maple～,2016,11.99,495990,SP-time
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - the fray song pack,2016,4.99,537980,Musopia
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - tracy chapman song pack,2016,2.99,537981,Musopia
"['Indie', 'Casual', 'Clicker', 'Pixel Graphics', 'Free to Play', 'Politics']",campaign clicker,2016,0.0,485650,Springloaded
['Simulation'],fsx steam edition: convair f-106 delta dart ™ add-on,2016,19.98,491498,Virtavia
['Simulation'],fsx steam edition - night environment: new jersey add-on,2016,17.98,500204,Chris Bell – Creative Design Studios
"['Adventure', 'Action']",droid character pack,2016,1.99,466543,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
"['Adventure', 'Action']",jakku: poe's quest for survival,2016,2.99,466547,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
"['Indie', 'Platformer', 'Retro', 'Pixel Graphics', 'Adventure', 'Action']",the planet of the vicious creatures,2016,2.99,530290,Jorge Giner Cordero
"['Adventure', 'Indie', 'Action']",the planet of the vicious creatures - soundtrack,2016,0.0,532310,Jorge Giner Cordero
"['Singleplayer', 'Demons', 'Mystery', 'Action', 'Atmospheric', 'Walking Simulator', 'Experimental', 'Free to Play', 'Lovecraftian', 'Adventure', 'Indie', '3D Platformer', 'Platformer', 'Surreal', 'First-Person', 'Horror', '3D Vision', 'Puzzle-Platformer', 'Parkour', 'Psychological Horror']",doorways: old prototype,2016,0.0,525780,Saibot Studios
"['Indie', 'Platformer', 'Action', 'Casual']",dragon bros,2016,8.99,506150,Space Lizard Studio LTD
"['Adventure', 'Indie', 'Action', 'Free to Play']",doorways: old prototype - bonus pack,2016,0.0,538400,Saibot Studios
"['Comedy', 'Action', 'Survival', 'Open World', 'Atmospheric', 'Multiplayer', 'Trading Card Game', 'Replay Value', 'Memes', 'Funny', 'Indie', 'Real-Time', 'First-Person', 'Parody', 'Nudity', 'Horror', 'Local Multiplayer', 'FPS', 'Casual', 'Shooter']",noob squad,2016,0.99,496550,Antonio Renna
"['Adventure', 'RPG', 'Massively Multiplayer']",riders of icarus: legendary grim rider's package,2016,45.0,533602,WeMade
"['Adventure', 'Indie', 'Action']",moonlit mayhem™,2016,2.99,525660,Bloodmane Interactive
"['Adventure', 'RPG', 'Massively Multiplayer']",riders of icarus: heroic grim rider's package,2016,24.98,533601,WeMade
"['Simulation', 'Indie', 'RPG', 'Adventure', 'Strategy']",revolution : virtual playspace,2016,19.98,387090,Dragom
"['Early Access', 'Indie', 'Action', 'Casual']",blockpocalypse,2016,14.99,433660,Dime Studios
['Strategy'],wargame: red dragon - nation pack: israel,2016,5.99,529390,Eugen Systems
"['Indie', 'Retro', 'Early Access', 'Pixel Graphics', 'Action']",mushroom crusher extreme,2016,7.99,498000,"Mushroom Party,Team Jolly Roger"
"['Strategy', 'Free to Play']",atlas reactor – all freelancers pro pack,2016,60.0,535201,Trion Worlds
"['Turn-Based Strategy', 'Singleplayer', 'Action', 'Turn-Based Combat', 'Turn-Based Tactics', 'Survival', 'Co-op', 'Sci-fi', 'Multiplayer', 'Turn-Based', 'Free to Play', 'Online Co-Op', 'Memes', 'Funny', 'Strategy', 'Tactical', 'Competitive', 'PvP', 'Shooter', 'MOBA']",atlas reactor,2016,0.0,402570,Trion Worlds
"['Indie', 'Rogue-lite', 'Action', 'Strategy']",rogue continuum,2015,9.99,357700,Rocktastic Games
"['Gore', 'Singleplayer', 'Third Person', 'Anime', 'Action', 'Great Soundtrack', 'Open World', 'Atmospheric', 'Stealth', 'Co-op', 'Multiplayer', 'Magic', 'Blood', 'Adventure', 'Online Co-Op', 'Memes', 'Indie', 'Ninja', 'Assassin', 'Strategy']",aragami,2016,19.98,280160,Lince Works
"['Strategy', 'Free to Play']",atlas reactor – ultimate reactor pack,2016,100.0,535202,Trion Worlds
"['Adventure', 'Indie', 'Action']",aragami - soundtrack,2016,6.99,462391,Lince Works
"['Adventure', 'Indie', 'Action']",aragami - digital artbook,2016,2.99,462390,Lince Works
['Action'],tom clancy's rainbow six® siege - castle blood dragon,2016,6.99,538910,Ubisoft Montreal
"['Simulation', 'Indie', 'Survival', 'Sci-fi', 'Management', 'Sandbox', 'Strategy']",unclaimed world,2016,18.98,284100,Refactored Games OÜ
"['Indie', 'Mining', 'Casual', 'Retro', 'Management', 'Cartoon']",the miners,2016,5.99,532070,Michał Głowacki
['Action'],leatherface,2016,4.99,524290,"NetherRealm Studios,High Voltage Software,QLOC"
['Action'],bo'rai cho,2016,4.99,524280,"NetherRealm Studios,High Voltage Software,QLOC"
['Action'],triborg,2016,4.99,524260,"NetherRealm Studios,High Voltage Software,QLOC"
['Action'],krimson ermac,2016,1.99,524320,"NetherRealm Studios,High Voltage Software,QLOC"
['Action'],apocalypse pack,2016,3.99,524300,"NetherRealm Studios,High Voltage Software,QLOC"
['Action'],cosplay pack,2016,2.99,524310,"NetherRealm Studios,High Voltage Software,QLOC"
"['Simulation', 'Casual']",rocksmith® 2014 – elvis presley - “suspicious minds”,2016,2.99,492986,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – bob marley & the wailers - “three little birds”,2016,2.99,492988,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – anniversary song pack,2016,13.99,509632,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – train - “drops of jupiter”,2016,2.99,492989,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – jackson 5 - “i want you back”,2016,2.99,492987,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – fun. - “some nights”,2016,2.99,509631,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – outkast - “hey ya!”,2016,2.99,509630,Ubisoft - San Francisco
"['Simulation', 'Rhythm', 'Great Soundtrack', 'Music', 'Casual', 'Singleplayer', 'Education', 'Local Co-Op']",rocksmith® 2014 edition - remastered,2016,40.0,221680,Ubisoft - San Francisco
"['Indie', ""Beat 'em up"", 'Local Co-Op', '2D', 'Adventure', 'Action', 'Side Scroller']",viking squad,2016,14.99,325930,Slick Entertainment Inc.
"['Adventure', 'Indie', 'Action']",shu original soundtrack,2016,3.99,535780,Ross Mcwilliam
"['Adventure', 'Indie', 'Platformer', 'Action']",shu,2016,11.99,528720,"Coatsink,Secret Lunch"
"['Fighting', 'Gore', 'Action']",kombat pack 2,2016,19.98,524620,"NetherRealm Studios,QLOC"
"['Strategy', 'RPG', 'Massively Multiplayer', 'Free to Play']",forge of gods: fantastic six pack,2016,9.99,537320,Panoramik Inc
"['Sports', 'Indie', 'Action', 'Racing']",rocket league® - proteus,2016,1.99,457160,"Psyonix, Inc."
"['Sports', 'Indie', 'Action', 'Racing']",rocket league® - triton,2016,1.99,457190,"Psyonix, Inc."
['Action'],dead or alive 5 last round: core fighters character: pai,2016,3.99,531159,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: sarah,2016,3.99,531158,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: momiji,2016,3.99,531160,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: rachel,2016,3.99,531161,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: alpha-152,2016,3.99,531162,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: phase 4,2016,3.99,531164,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: nyotengu,2016,3.99,531165,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: marie rose,2016,3.99,531163,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: honoka,2016,3.99,531166,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: jann lee,2016,3.99,531167,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: brad wong,2016,3.99,531170,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: eliot,2016,3.99,531169,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: bayman,2016,3.99,531171,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: rig,2016,3.99,531172,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: gen fu,2016,3.99,533551,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: akira,2016,3.99,533552,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: leon,2016,3.99,533554,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: ein,2016,3.99,533553,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: bass,2016,3.99,533550,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters character: raidou,2016,3.99,533556,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],dead or alive 5 last round: core fighters story mode,2016,14.99,533557,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],"dead or alive 5 last round: core fighters add ""dead or alive 2 music""",2016,0.99,533558,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],"dead or alive 5 last round: core fighters add ""dead or alive 3 music""",2016,0.99,533559,"Team NINJA,KOEI TECMO GAMES CO., LTD."
['Action'],doa5lr ultimate content set,2016,90.0,533560,"Team NINJA,KOEI TECMO GAMES CO., LTD."
"['Design & Illustration', 'Utilities', 'Design &amp; Illustration']",virtual battlemap dlc - harbor town,2016,14.99,535510,Dragom
['Action'],dead or alive 5 last round: core fighters character: jacky,2016,3.99,533555,"Team NINJA,KOEI TECMO GAMES CO., LTD."
"['Building', 'Singleplayer', 'Cute', 'Simulation', 'Open World', 'Atmospheric', 'Adventure', 'Funny', 'Indie', 'Colorful', 'Clicker', 'Management', 'Agriculture', 'Relaxing', 'Space', 'Casual', 'Pixel Graphics', 'RPG', '2D', 'Sandbox']",the space garden,2016,4.99,536320,Max
"['Simulation', 'Indie', 'RPG', 'Adventure', 'Action', 'Strategy']",disgraced role playing game dlc,2016,0.99,538610,Corrosive Studios LLC
"['Indie', 'RPGMaker', 'RPG', 'Free to Play', 'Adventure', 'Action']",the sun will rise,2016,0.0,510790,The Sun Will Rise Team
"['Simulation', 'Indie', 'Sports', 'Casual', 'Early Access', 'Flight', 'Action']",polywings,2017,4.99,522300,Mariano Larronde
"['Indie', 'Action']",lydia: sweet dreams,2016,9.99,447930,C-DRIVE MEDIA ART
"['Sports', 'Indie', 'Action', 'Early Access', 'Multiplayer', 'Parkour']",streamline,2016,19.98,252850,Proletariat Inc.
"['Sports', 'Indie', 'Action']",streamline original sound track,2016,8.99,529200,Proletariat Inc.
"['Simulation', 'Indie', 'Adventure', 'Action', 'Strategy']",save home,2016,0.99,535260,BadWolf Games
"['Adventure', 'Indie', 'Horror']",endless room,2016,1.99,536340,biplekfp
"['Simulation', 'Indie', 'Horror', 'Casual', 'First-Person', 'Adventure', 'Relaxing', 'Action']",dream dealer,2016,3.99,532030,Eternity Studios
"['Indie', 'Action', 'Free to Play']",gobernators (parodia política peruana),2016,0.0,525370,"Elcaelum,CGA Studio"
"['Indie', 'RPG', 'Adventure', 'Action', 'Strategy']",carton,2016,9.99,531920,Calepin Studio
"['Indie', 'Puzzle', 'Singleplayer', 'First-Person', 'Adventure']",maze sounds,2016,4.99,536630,AMIDEA Games
"['Tower Defense', 'Indie', '2D', ""Shoot 'Em Up"", 'Shooter', 'Zombies', 'Action']",zombo buster rising,2016,1.99,518730,FIREBEAST
"['Indie', 'Gore', 'Horror', 'Arcade', 'Twin Stick Shooter', 'Survival', 'Fast-Paced', 'Casual', 'Co-op', '2D', 'Early Access', 'Multiplayer', 'Top-Down Shooter', 'Local Co-Op', 'Post-apocalyptic', 'Zombies', 'Online Co-Op', 'Action']",final days,2016,4.99,459830,+7 Software
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - seether song pack,2016,4.99,537268,Musopia
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - 80's pop ii song pack,2016,7.99,537260,Musopia
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - fall out boy song pack,2016,4.99,537262,Musopia
"['Simulation', 'Indie', 'Horror', 'Visual Novel', 'Choose Your Own Adventure', 'Casual', 'Free to Play', 'Adventure', 'Short']",disturbed,2016,0.0,529780,Brad Moore
"['Open World', '2D', 'RPG', 'Multiplayer', 'Massively Multiplayer', 'Free to Play', 'Adventure', 'Action', 'Funny']",helmet heroes,2013,0.0,524970,Helmet Games
"['Adventure', 'Indie', 'RPG', 'Action']",van helsing ii: magic pack,2014,0.99,302450,NeocoreGames
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - taylor swift i song pack,2016,7.99,537269,Musopia
"['Adventure', 'Indie', 'RPG', 'Action']",van helsing: veteran multiplayer skin,2013,0.99,215533,NeocoreGames
"['Indie', 'Great Soundtrack', 'Difficult', 'Procedural Generation', 'Level Editor', 'Puzzle', 'Relaxing']",patterna,2016,6.99,503860,Sebastian Schöner
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - kings of leon song pack,2016,2.99,537266,Musopia
"['Simulation', 'Indie', 'Music', 'Casual', 'Education']",fourchords guitar karaoke - the beatles song pack,2016,7.99,537270,Musopia
"['Action', 'Great Soundtrack', 'Futuristic', 'Survival', 'Top-Down', 'Co-op', 'Sci-fi', 'Top-Down Shooter', 'Score Attack', 'Indie', 'War', 'Bullet Hell', 'Classic', 'Local Co-Op', 'Local Multiplayer', 'Space', ""Shoot 'Em Up"", 'Shooter', '2D', 'Arcade']",xenoraid: the first space war,2016,9.99,460220,10tons Ltd
"['Simulation', 'Indie', 'Trading', 'Adventure', 'Strategy']",caravan,2016,9.99,352890,it Matters Games
"['Indie', 'Casual', 'Early Access', 'Multiplayer', 'Free to Play', 'Action']",rogue operatives hide and seek,2016,0.0,393790,SIM720 LIMITED
"['Indie', 'Great Soundtrack', 'Linear', 'Tactical RPG', '2.5D', 'RPG', 'Lore-Rich', 'Drama', 'Isometric', 'Real-Time with Pause', 'Story Rich']",masquerada: songs and shadows,2016,19.98,459090,Witching Hour Studios
"['Indie', 'Great Soundtrack', 'Rogue-lite', 'Abstract', 'Experimental', 'Procedural Generation', 'Rogue-like', 'Adventure', 'Action']",illumine,2016,5.99,518650,Dejima
"['Indie', 'Action', 'Free to Play']",galaxy combat wargames,2016,0.0,488160,Fork Particle Games
"['Design & Illustration', 'Animation &amp; Modeling', 'Utilities', 'Software', 'FPS', 'GameMaker', 'Animation & Modeling', 'Software Training', 'Game Development', 'Education', 'Top-Down Shooter', 'VR', 'Design &amp; Illustration', 'Games Workshop']",gameguru - expansion pack,2016,0.0,496580,The Game Creators
"['Indie', 'RPG', 'Massively Multiplayer']",nestalgia soundtrack,2016,0.0,537410,Silk Games
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - selena gomez song pack,2016,7.99,537159,Musopia
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - britney spears song pack,2016,7.99,537151,Musopia
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - little mix song pack,2016,4.99,537158,Musopia
"['Simulation', 'Action']",battle tank armada,2016,4.99,533920,Ragnar
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - demi lovato song pack,2016,4.99,537154,Musopia
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - gavin degraw song pack,2016,2.99,535735,Musopia
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - empire of the sun song pack,2016,2.99,537155,Musopia
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - eric church song pack,2016,2.99,537156,Musopia
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - chicks in country song pack,2016,7.99,537152,Musopia
"['Indie', 'Action-Adventure', 'Casual', 'Early Access', 'Singleplayer', 'Education', 'Controller', 'Free to Play', 'Adventure', 'Cute', 'Action', 'Family Friendly']",rescue bear operation,2016,0.0,513210,Cascade Game Foundry
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - james blunt song pack,2016,4.99,537157,Musopia
"['Simulation', 'Indie', 'Casual']",fourchords guitar karaoke - bob dylan song pack,2016,4.99,537150,Musopia
"['Simulation', 'Indie', 'Music', 'Casual', 'Education']",fourchords guitar karaoke - coldplay song pack,2016,7.99,537153,Musopia
"['Simulation', 'Indie', 'Rhythm', 'Music', 'Casual', 'Education']",fourchords guitar karaoke,2016,19.98,476930,Musopia
"['Adventure', 'Indie', 'RPG', 'Action']",wuppo - shop dlc,2016,4.99,527022,Knuist &amp; Perzik
"['Adventure', 'Indie', 'RPG', 'Action']",wuppo - fun pack,2016,1.99,527021,Knuist &amp; Perzik
"['Adventure', 'Indie', 'RPG', 'Action']",wuppo - original soundtrack,2016,9.99,527020,Knuist &amp; Perzik
"['Adventure', 'Indie', 'Casual']",virginia - official soundtrack,2016,4.99,498020,Variable State
"['Simulation', 'Realistic']",omsi 2 add-on man citybus series,2016,17.98,434066,Christian Rolle
"['Exploration', 'Singleplayer', 'Cute', 'Action', 'Family Friendly', 'Great Soundtrack', 'Open World', 'Adventure', 'Funny', 'Indie', 'Platformer', 'Colorful', 'Difficult', 'Story Rich', 'Hand-drawn', 'Pixel Graphics', 'RPG', '2D', 'Puzzle', 'Metroidvania']",wuppo,2016,14.99,400630,Knuist &amp; Perzik
['Strategy'],battlefleet gothic: armada - tau empire,2016,6.99,462261,Tindalos Interactive
"['Indie', 'Co-op', 'Pixel Graphics', 'RPG', 'Action']","axe, bow & staff",2016,4.99,432230,Clewcat Games
"['Indie', 'Rhythm', 'Great Soundtrack', 'Fantasy', 'Local Multiplayer', 'Comedy', 'Party-Based RPG', 'Fast-Paced', 'Music', 'Co-op', 'Experimental', 'Singleplayer', 'RPG', '2D', 'Action', 'Funny']",the metronomicon: slay the dance floor,2016,19.98,416790,Puuba
"['Indie', 'Stealth', 'Casual', 'Top-Down', 'Ninja', 'Difficult', 'Strategy']",ninja stealth,2016,0.99,485450,SC Jogos
"['Indie', 'Horror', 'FPS', 'Female Protagonist', 'Stealth', 'RPG', 'First-Person', 'Vampire', 'Action', 'Strategy']",slayer shock,2016,19.98,501860,Minor Key Games
"['Indie', 'Fantasy', 'Great Soundtrack', 'Soundtrack', 'Atmospheric', 'Music', 'Casual', 'Adventure', 'Minimalist', 'Funny']",burly men at sea - original soundtrack,2016,7.99,537510,Brain&amp;Brain
"['Adventure', 'Indie', 'Action', 'Free to Play']",rescue bear operation - bouncy castle,2016,9.99,522930,Cascade Game Foundry
"['Adventure', 'Indie', 'Action', 'Free to Play']",rescue bear operation - lucha libre mask,2016,6.99,523580,Cascade Game Foundry
"['Adventure', 'Indie', 'Action', 'Free to Play']",rescue bear operation - gurney,2016,4.99,523583,Cascade Game Foundry
"['Adventure', 'Indie', 'Action', 'Free to Play']",rescue bear operation - moo bucket,2016,0.99,531720,Cascade Game Foundry
"['Mechs', 'Indie', 'Twin Stick Shooter', 'Top-Down', 'Co-op', 'Isometric', 'Arcade', 'Action']",hybrid wars,2016,17.98,411540,Extreme Developers
"['Adventure', 'Indie', 'Action', 'Free to Play']",rescue bear operation - red plaid shirt,2016,1.99,523581,Cascade Game Foundry
['Action'],hybrid wars upgrade pack,2016,5.99,510090,Extreme Developers
"['Adventure', 'Indie', 'Action', 'Free to Play']",rescue bear operation - golf pants,2016,1.99,523582,Cascade Game Foundry
"['Indie', 'RPG', 'Massively Multiplayer', 'Adventure', 'Action']",hero siege - maniac viking (skin),2016,4.99,520320,"Elias Viglione,Jussi Kukkonen"
"['Indie', 'FPS', 'Retro', 'Pixel Graphics', 'First-Person', 'Action']",merger 3d,2016,2.99,527750,"Mahhaon,Art-Arcade,Sun Pixel"
"['Board Game', 'Historical', 'Strategy']",1775: rebellion,2016,24.98,422610,HexWar Games
"['Adventure', 'Action', 'Strategy']",battletime,2016,0.99,509600,Foggybus
"['Choices Matter', 'Indie', 'Great Soundtrack', 'Fantasy', 'Visual Novel', 'Funny', 'Point & Click', 'Choose Your Own Adventure', 'Sailing', 'Casual', 'Mythology', 'Atmospheric', 'Nonlinear', '2D', 'Adventure', 'Minimalist', 'Short', 'Story Rich']",burly men at sea,2016,9.99,403290,Brain&amp;Brain
"['Indie', 'Fantasy', 'Rhythm', 'Comedy', 'RPG', 'Action']",the metronomicon - the soundtrack!,2016,7.99,488050,Puuba
"['Simulation', 'Great Soundtrack', 'Female Protagonist', 'Classic', 'JRPG', 'Singleplayer', 'Retro', 'RPG', 'Anime', 'Multiple Endings', 'Cute']",princess maker 2 refine,2016,19.98,523000,"CFK Co., Ltd."
['Simulation'],ts marketplace: ews class 58 add-on livery,2016,4.99,295207,Skyhook Games
"['Indie', 'Tactical', 'Casual', 'Abstract', 'Board Game', 'Resource Management', 'Strategy']","ortus arena, strategy board game online",2016,9.99,498850,Firebrush Studios
['Strategy'],galaxy reavers:titan dlc,2016,1.99,511130,"Good Games,OXON Game Studio"
"['Indie', 'RPG', 'Strategy']",fantasy grounds - new gods of mankind - anointed: token pack - gods of naalrinnon pack,2016,5.99,536150,"SmiteWorks USA, LLC"
"['Indie', 'Typing', 'Casual', 'Spelling', '2D', 'Word Game', 'Singleplayer', 'RPG', 'Education', 'Multiplayer', 'Mythology', 'Puzzle', 'Action']",god of word,2016,4.99,467320,Mega Dwarf Inc.
"['Building', 'Singleplayer', 'Massively Multiplayer', 'Action', 'Survival', 'Open World', 'Crafting', 'Co-op', 'Sci-fi', 'Multiplayer', 'Adventure', 'Indie', 'Early Access', 'Horror', 'Space', 'FPS', 'Base Building', 'RPG', 'Aliens', 'Sandbox']",osiris: new dawn,2016,24.98,402710,Fenix Fire Entertainment
"['RPG', 'Strategy']",hyperdimension neptunia re;birth2 deluxe pack / 超次次元ゲイム ネプテューヌre;birth2 デラックスセット,2016,9.99,532720,"Idea Factory,Compile Heart,Felistella"
"['Indie', 'RPG', 'Strategy']",fantasy grounds - new gods of mankind - anointed: token pack - heroes of naalrinnon pack,2016,5.99,537030,"SmiteWorks USA, LLC"
"['Indie', 'Rogue-lite', 'RPG', 'Rogue-like', 'Turn-Based']",rogue wizards,2016,14.99,392260,Spellbind Studios
['Action'],tom clancy's rainbow six® siege - frost the division,2016,6.99,535820,Ubisoft Montreal
"['Simulation', 'Casual']",rocksmith® 2014 – dream theater - “pull me under”,2016,2.99,492982,Ubisoft - San Francisco
"['Indie', 'Platformer', 'Casual']",just hero,2016,0.99,527760,Anatoliy Loginovskikh
"['Simulation', 'Casual']",rocksmith® 2014 – dream theater - “metropolis part i: “the miracle and the sleeper””,2016,2.99,492983,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – dream theater - “on the backs of angels”,2016,2.99,492984,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – dream theater song pack,2016,7.99,492985,Ubisoft - San Francisco
['Adventure'],king's quest - chapter 4: snow place like home,2016,9.99,373490,The Odd Gentlemen
"['Dark', 'Singleplayer', 'Medieval', 'Action', 'Action RPG', 'Dark Fantasy', 'Atmospheric', 'Dungeon Crawler', 'Magic', 'Indie', 'Fantasy', 'Dragons', 'Hack and Slash', 'Real-Time', 'First-Person', 'Dystopian', 'Realistic', 'RPG', 'Classic', 'Character Customization']",dungeons & darkness,2016,9.99,479990,Yamiuchi Project
"['RPGMaker', 'RPG']",the divine paradox,2016,6.99,495630,Cape of Games LLC
"['Indie', 'Racing', 'Casual', 'Fast-Paced', ""Shoot 'Em Up"", 'Runner', 'Action']",demon truck,2016,4.99,489760,Triger Mountain
"['Indie', 'Casual', 'Difficult', 'Pixel Graphics', 'Runner', 'Adventure', 'Cute', 'Funny']",turbo pug dx,2016,0.99,513780,"SnowFlame,Back To Basics Gaming"
"['RPGMaker', 'Adventure', 'Indie', 'RPG']",zia and the goddesses of magic,2016,3.99,533360,OrionSoft
"['Indie', 'Horror', 'Puzzle', 'Female Protagonist', 'RPGMaker', 'Casual', 'Pixel Graphics', 'Anime', 'RPG', 'Free to Play', 'Adventure', 'Cute']",trick & treat,2016,0.0,497640,Rabbiton
"['Indie', '3D Platformer', 'Platformer', 'Casual', 'Adventure']",dyno adventure,2016,0.99,525600,aresarx
"['Comedy', 'Politics', 'Action', 'Simulation', 'Dark Fantasy', 'Post-apocalyptic', 'Illuminati', 'Memes', 'Funny', 'Economy', 'Indie', 'America', 'Survival Horror', 'Story Rich', 'Strategy', 'Side Scroller', 'Political', 'Sexual Content', 'Casual', 'Dystopian']",make america great again: the trump presidency,2016,2.99,515040,Maverick Game Studio
['Simulation'],trainz route: niddertalbahn,2016,0.0,534850,N3V Games
"['Simulation', 'Indie', 'Survival', 'Pixel Graphics', 'Adventure', 'Action', 'Strategy']",lost in woods 2,2016,3.99,528090,Crouching Fox
['Simulation'],tane dlc: avmz intercity 71,2016,8.99,535580,N3V Games
"['Simulation', 'Indie', 'Casual', 'RPG', 'Strategy']",tabletop simulator - tiny epic defenders,2016,4.99,468734,"Berserk Games,Gamelyn Games"
"['Indie', 'Horror', 'Puzzle', 'Casual', 'RPG', 'Anime', 'Adventure']",the cube hotel（ning's wing 2）,2016,2.99,533470,T34 Studio
['Simulation'],tane dlc: hccrrs car transporter,2016,8.99,535600,N3V Games
"['Simulation', 'Indie', 'Fantasy', 'Great Soundtrack', 'Soundtrack', 'Music', 'Casual', 'Relaxing']",snakescape: soundtrack simulator,2016,1.99,532040,Kähm
"['Puzzle', 'Indie', 'Casual']",lazors,2016,4.99,341290,Pyrosphere
"['Comedy', 'Racing', 'Fast-Paced', 'Third Person', 'Family Friendly', 'Action', 'Co-op', 'Multiplayer', 'Online Co-Op', 'Funny', 'Sports', 'Indie', 'Early Access', 'Difficult', 'Local Co-Op', 'Strategy', 'Local Multiplayer', 'Casual', 'Split Screen', 'Arcade']",can't drive this,2016,9.99,466980,Pixel Maniacs
"['Adventure', 'Indie', 'Action']",saving harmony,2016,4.99,503730,Daniel Mercier
"['Adventure', 'Indie', 'Platformer', 'Action']",goo saga,2016,4.99,506830,Toka Loka Games
"['Romance', 'Casual', 'Visual Novel']",requiescence,2016,9.99,530360,Argent Games
"['Exploration', 'Singleplayer', 'Turn-Based Combat', 'Open World', 'Dark Humor', 'Atmospheric', 'Sci-fi', 'Turn-Based', 'Adventure', 'Indie', 'Early Access', 'Strategy', 'Tactical', 'Space', 'CRPG', 'RPG', 'Classic', 'Sandbox', 'Isometric']",stellar tactics,2016,19.98,465490,Maverick Games
"['Simulation', 'Indie', 'Building', 'Racing', 'Destruction', 'Early Access', 'Driving', 'Sandbox']",dream car builder,2016,14.99,488550,RoKo0 (Roman Konyukhov)
